Brnd_Name,Gnrc_Name
Vinate One,"Prenatal Vit27,Calcium/Iron/FA"
Vinblastine Sulfate,Vinblastine Sulfate
Vincasar PFS,Vincristine Sulfate
Vincristine Sulfate,Vincristine Sulfate
Vinorelbine Tartrate,Vinorelbine Tartrate
Viokace,Lipase/Protease/Amylase
Viorele,Desog-E.Estradiol/E.Estradiol
Viracept,Nelfinavir Mesylate
Viread,Tenofovir Disoproxil Fumarate
Virt-C DHA,Mvn-Min75/Iron/Iron Ps/Om3/DHA
Virt-Caps,B Complex W-C No.20/Folic Acid
Virt-Gard,Cyanocobalamin/Folic Ac/Vit B6
Virt-Nate DHA,PNV 11/Iron Fum/Folic Acid/Om3
Virt-Phos 250 Neutral,"Sod Phos Di, Mono/K Phos Mono"
Virt-Pn DHA,Multivit 47/Iron/Folate 1/DHA
Virt-Pn Plus,Mv-Mins 71/Iron/Folic No.1/DHA
Visipaque,Iodixanol
Vistaril,Hydroxyzine Pamoate
Visudyne,Verteporfin
Vit 3,Om-3/DHA/EPA/B12/FA/B6/Phytost
Vita-Bee With C,Folic Acid/Vit B Complex And C
Vitafol,Iron/Calcium/E/Folic Acid/Mvit
Vitafol Fe Plus,PNV 102/Iron/Folate/DHA
Vitafol Gummies,PNV 112/Iron/Folic/Om3/DHA/EPA
Vitafol Nano,Prenatal No.75/Iron/Folate No1
Vitafol Ultra,PNV 67/Iron Ps/Folate No.1/DHA
Vitafol-Ob,Prenatal Vit 10/Iron Fum/Folic
Vitafol-Ob+DHA,Prenatal Vit 10/Iron/Folic/DHA
Vitafol-One,Prenatal 26/Iron Ps/Folic/DHA
Vital-D Rx,B Cmplx 4/Vit D3/C/Folic/Zinc
Vitamin A,Vitamin A
Vitamin And Minerals,"Multivitamin,Ther And Minerals"
Vitamin B Complex,Vitamin B Complex
Vitamin B-1,Thiamine HCl
Vitamin B-12*,Cyanocobalamin (Vitamin B-12)
Vitamin B-6,Pyridoxine HCl (Vitamin B6)
Vitamin C,Ascorbic Acid
Vitamin D2,Ergocalciferol (Vitamin D2)
Vitamin D3,Cholecalciferol (Vitamin D3)
Vitamin E,Vitamin E
Vitamin K1,Phytonadione (Vit K1)
"Vitamins A,C,D And Fluoride","Ped Mvit A,C,D3 No.21/Fluoride"
Vitrakvi,Larotrectinib Sulfate
Vitrase,"Hyaluronidase,Ovine"
Vitrexyl,Multivit-Min No.86/Folic Acid
Vivelle-Dot,Estradiol
Vivitrol,Naltrexone Microspheres
Vivjoa,Oteseconazole
Vol-Plus,Multivit-Mins60/Iron Fum/Folic
Volnea,Desog-E.Estradiol/E.Estradiol
Voltaren,Diclofenac Sodium
Vonjo,Pacritinib Citrate
Vonvendi,Von Willebrand Factor
Voriconazole*,Voriconazole
Vosevi,Sofosbuvir/Velpatas/Voxilaprev
Votrient,Pazopanib HCl
Voxzogo,Vosoritide
Vp-PNV-DHA,Prenatal No.52/Iron/FA/DHA
Vp-Vite Rx,Vit B Comp No.3/Folic/C/Biotin
Vpriv,Velaglucerase Alfa
Vraylar,Cariprazine HCl
Vtama,Tapinarof
Vtol Lq,Butalb/Acetaminophen/Caffeine
Vuity,Pilocarpine HCl
Vumerity,Diroximel Fumarate
Vusion,Miconazole Nitrate/Zinc Ox/Pet
Vyepti,Eptinezumab-Jjmr
Vyfemla,Norethindrone-Ethin. Estradiol
Vylibra,Norgestimate-Ethinyl Estradiol
Vyndamax,Tafamidis
Vyndaqel,Tafamidis Meglumine
Vyondys-53,Golodirsen
Vytorin,Ezetimibe/Simvastatin
Vyvanse,Lisdexamfetamine Dimesylate
Vyvgart,Efgartigimod Alfa-Fcab
Vyxeos,Daunorubicin/Cytarabine Lipos
Vyzulta,Latanoprostene Bunod
Wakix,Pitolisant HCl
Warfarin Sodium,Warfarin Sodium
Water,"Water For Inj.,Bacteriostatic"
Water*,"Water For Injection,Sterile"
Weekly-D,Cholecalciferol (Vitamin D3)
Wegovy,Semaglutide
Welchol,Colesevelam HCl
Welireg,Belzutifan
Wellbutrin SR,Bupropion HCl
Wellbutrin XL,Bupropion HCl
Wera,Norethindrone-Ethin. Estradiol
Wescap-C DHA,Mvn-Min75/Iron/Iron Ps/Om3/DHA
Wescap-Pn DHA,Multivit 47/Iron/Folate 1/DHA
Wescaps,B Complex W-C No.20/Folic Acid
Wesnate DHA,PNV 11/Iron Fum/Folic Acid/Om3
Westab Max,Cyanocobalamin/Folic Ac/Vit B6
Westab Mini,Cyanocobalamin/Folic Ac/Vit B6
Westab One,Cyanocobalamin/Folic Ac/Vit B6
Westab Plus,"PNV,Calcium 72/Iron/Folic Acid"
Westgel DHA,Prenatal 93/Iron/Folate 9/DHA
Wilate,Antihemophilic Factor/VWF
Winlevi,Clascoterone
Winrho SDf,Rho(D) Immune Globulin/Maltose
Wixela Inhub,Fluticasone Propion/Salmeterol
Wymzya Fe,Noreth-Ethinyl Estradiol/Iron
Xadago,Safinamide Mesylate
Xalatan,Latanoprost
Xalkori,Crizotinib
Xanax,Alprazolam
Xanax XR,Alprazolam
Xarelto,Rivaroxaban
Xatmep,Methotrexate
Xcopri,Cenobamate
Xeljanz,Tofacitinib Citrate
Xeljanz XR,Tofacitinib Citrate
Xeloda,Capecitabine
Xembify,"Immune Globulin,Gamma(IgG)klhw"
Xenazine,Tetrabenazine
Xenical,Orlistat
Xenleta,Lefamulin Acetate
Xenon Xe-133,Xenon 133 In Carbon Dioxide
Xeomin,Incobotulinumtoxina
Xepi,Ozenoxacin
Xerava,Eravacycline Di-Hydrochloride
Xerese,Acyclovir/Hydrocortisone
Xermelo,Telotristat Etiprate
Xgeva,Denosumab
Xhance,Fluticasone Propionate
Xiaflex,Collagenase Clostridium Hist.
Xifaxan,Rifaximin
Xigduo XR,Dapagliflozin/Metformin HCl
Xiidra,Lifitegrast
Ximino,Minocycline HCl
Xipere,Triamcinolone Acetonide/PF
Xofigo,Radium-223 Dichloride
Xofluza,Baloxavir Marboxil
Xolair,Omalizumab
Xopenex,Levalbuterol HCl
Xopenex Concentrate,Levalbuterol HCl
Xopenex HFA,Levalbuterol Tartrate
Xospata,Gilteritinib Fumarate
Xpovio,Selinexor
Xtampza ER,Oxycodone Myristate
Xtandi,Enzalutamide
Xulane,Norelgestromin/Ethin.Estradiol
Xultophy 100-3.6,Insulin Degludec/Liraglutide
Xylocaine With Epinephrine,Lidocaine HCl/Epinephrine
Xylocaine*,Lidocaine HCl
Xylocaine-MPF,Lidocaine HCl/PF
Xylocaine-MPF With Epinephrine,Lidocaine HCl/Epinephrine/PF
Xyntha,"Antihemoph.FVIII,B-Domain Del"
Xyntha Solofuse,"Antihemoph.FVIII,B-Domain Del"
Xyosted,Testosterone Enanthate
Xyrem,Sodium Oxybate
Xywav,"Sodium,Calcium,Mag,Pot Oxybate"
Yasmin 28,Ethinyl Estradiol/Drospirenone
Yaz,Ethinyl Estradiol/Drospirenone
Yervoy,Ipilimumab
Yescarta,Axicabtagene Ciloleucel
Yondelis,Trabectedin
Yonsa,"Abiraterone Acet,Submicronized"
Yupelri,Revefenacin
Yutiq,Fluocinolone Acetonide
Yuvafem,Estradiol
Zafemy,Norelgestromin/Ethin.Estradiol
Zafirlukast,Zafirlukast
Zaleplon,Zaleplon
Zaltrap,Ziv-Aflibercept
Zanaflex,Tizanidine HCl
Zarontin,Ethosuximide
Zarxio,Filgrastim-Sndz
Zatean-Pn DHA,Multivit 47/Iron/Folate 1/DHA
Zatean-Pn Plus,Mv-Mins 71/Iron/Folic No.1/DHA
Zavesca,Miglustat
Zegalogue Autoinjector,Dasiglucagon HCl
Zegalogue Syringe,Dasiglucagon HCl
Zegerid,Omeprazole/Sodium Bicarbonate
Zejula,Niraparib Tosylate
Zelapar,Selegiline HCl
Zelboraf,Vemurafenib
Zeldana,B1/B2/B3/B5/B6/FA/B12/C
Zemaira,Alpha-1-Proteinase Inhibitor
Zembrace Symtouch,Sumatriptan Succinate
Zemplar*,Paricalcitol
Zenatane,Isotretinoin
Zenpep,Lipase/Protease/Amylase
Zenzedi,Dextroamphetamine Sulfate
Zepatier,Elbasvir/Grazoprevir
Zeposia,Ozanimod Hydrochloride
Zepzelca,Lurbinectedin
Zerbaxa,Ceftolozane/Tazobactam
Zerviate,Cetirizine HCl
Zestoretic,Lisinopril/Hydrochlorothiazide
Zestril,Lisinopril
Zetia,Ezetimibe
Zetonna,Ciclesonide
Ziagen,Abacavir Sulfate
Ziana,Clindamycin/Tretinoin
Zidovudine,Zidovudine
Ziextenzo,PEGfilgrastim-Bmez
Zileuton ER,Zileuton
Zilretta,Triamcinolone Acetonide
Zilxi,Minocycline HCl
Zimhi,Naloxone HCl
Zinc,Zinc Gluconate
Zinc Chelated,Zinc
Zinc Chloride,Zinc Chloride
Zinc Sulfate*,Zinc Sulfate
Zinplava,Bezlotoxumab
Zioptan,Tafluprost/PF
Ziprasidone HCl,Ziprasidone HCl
Ziprasidone Mesylate,Ziprasidone Mesylate
Zipsor,Diclofenac Potassium
Zirabev,Bevacizumab-Bvzr
Zirgan,Ganciclovir
Zithromax Tri-Pak,Azithromycin
Zithromax*,Azithromycin
Zocor,Simvastatin
Zofran,Ondansetron HCl/PF
Zofran*,Ondansetron HCl
Zokinvy,Lonafarnib
Zoladex,Goserelin Acetate
Zoledronic Acid,Zoledronic Ac/Mannitol/0.9nacl
Zolgensma,Onasemnogene Abeparvovec-Xioi
Zolinza,Vorinostat
Zolmitriptan ODT,Zolmitriptan
Zolmitriptan*,Zolmitriptan
Zoloft,Sertraline HCl
Zolpidem Tartrate ER,Zolpidem Tartrate
Zolpidem Tartrate*,Zolpidem Tartrate
Zomacton,Somatropin
Zometa,Zoledronic Acid
Zomig*,Zolmitriptan
Zonalon,Doxepin HCl
Zonegran,Zonisamide
Zonisade,Zonisamide
Zonisamide,Zonisamide
Zontivity,Vorapaxar Sulfate
Zortress,Everolimus
Zorvolex,Diclofenac Submicronized
Zoryve,Roflumilast
Zosyn,Piperacillin Sodium/Tazobactam
Zovia 1-35,Ethynodiol D-Ethinyl Estradiol
Zovia 1-35e,Ethynodiol D-Ethinyl Estradiol
Zovirax*,Acyclovir
Ztalmy,Ganaxolone
Ztlido,Lidocaine
Zubsolv,Buprenorphine HCl/Naloxone HCl
Zulresso,Brexanolone
Zumandimine,Ethinyl Estradiol/Drospirenone
Zyclara,Imiquimod
Zydelig,Idelalisib
Zyflo,Zileuton
Zykadia,Ceritinib
Zylet,Tobramycin/Lotepred Etab
Zymaxid,Gatifloxacin
Zynlonta,Loncastuximab Tesirine-Lpyl
Zynrelef,Bupivacaine/Meloxicam
Zypitamag,Pitavastatin Magnesium
Zyprexa Relprevv,Olanzapine Pamoate
Zyprexa Zydis,Olanzapine
Zyprexa*,Olanzapine
Zyrtec,Cetirizine HCl
Zytiga,Abiraterone Acetate
Zyvox,Linezolid
