Brnd_Name,Total # of Manufacturers,2018 Spent on Drug,2019 Spent on Drug,2020 Spent on Drug,2021 Spent on Drug,2022 Spent on Drug
Trudhesa,1,$0.00,$0.00,$0.00,$0.00,"$792,929.84"
Pristiq,1,"$6,178,345.03","$4,642,119.45","$3,456,771.83","$2,869,292.02","$6,161,789.09"
Privigen,1,"$56,450,007.11","$68,956,833.15","$84,813,833.31","$80,150,731.96","$78,646,001.52"
Proair Digihaler,1,$0.00,$0.00,"$89,428.88","$288,603.92","$819,385.36"
Proair HFA,1,"$410,287,385.30","$369,546,343.85","$297,729,682.56","$386,114,268.70","$393,617,983.76"
Proair Respiclick,1,"$3,873,830.09","$4,504,008.16","$5,391,132.63","$5,307,967.36","$3,894,107.76"
Probiotic Blend,1,$0.00,$0.00,$0.00,$0.00,$391.28
Trueplus Pen Needle,1,"$48,659.71","$157,923.31","$281,394.78","$226,672.72","$3,327.67"
Trulicity,1,"$196,374,326.70","$357,115,354.47","$602,672,374.75","$1,185,036,813.30","$2,057,223,099.50"
Trokendi XR,1,"$57,940,417.14","$73,293,695.98","$84,403,547.96","$86,795,875.19","$81,773,477.33"
Pretomanid,1,$0.00,$0.00,"$17,052.82","$32,928.26","$52,834.90"
Prenate Restore,1,"$40,564.11","$37,655.37","$30,441.92","$16,754.96","$25,344.47"
Preplus,1,"$3,877,122.70","$3,722,962.97","$2,036,833.94","$1,235,980.70","$440,327.77"
Preservision Areds,1,"$13,792.39","$13,602.42","$15,932.29","$15,685.76","$13,005.71"
Truxima,1,$0.00,"$544,737.18","$23,585,318.42","$36,286,321.45","$32,903,989.08"
Preservision Areds 2 Plus Mv,1,$0.00,$161.14,$276.94,$248.46,$229.41
Preservision Lutein,1,"$10,820.50","$9,382.89","$9,562.15","$9,409.21","$7,829.57"
Pretab,1,"$59,637.64","$78,706.23","$95,247.16","$150,079.04","$48,468.18"
Prevacid,1,"$42,630,525.02","$20,586,542.56","$15,009,926.06","$12,893,817.57","$9,718,794.90"
Prezista,1,"$175,285,789.15","$139,663,724.84","$103,455,791.87","$84,722,263.27","$67,118,618.15"
Prevalite,1,"$935,634.47","$1,043,027.53","$1,095,155.33","$1,262,485.42","$1,088,930.56"
Truvada,1,"$470,947,753.76","$472,659,398.32","$334,660,524.14","$127,834,227.80","$43,500,721.77"
Prevnar 20,1,$0.00,$0.00,$0.00,$0.00,"$99,016.91"
Prevymis,1,"$3,205,311.94","$7,916,378.23","$10,192,295.72","$15,309,353.67","$18,291,619.56"
Trusopt,1,"$33,696.29","$7,409.14","$6,007.43","$13,656.36","$8,760.11"
Prezcobix,1,"$189,236,294.26","$164,583,086.05","$140,063,710.59","$130,132,819.40","$115,690,160.91"
Truseltiq,1,$0.00,$0.00,$0.00,$0.00,"$392,206.90"
Trophamine,1,"$2,261,616.77","$2,261,660.57","$2,522,322.72","$3,210,913.65","$3,744,386.80"
Probiotic Formula,1,"$11,290.62","$20,047.91","$21,198.33","$4,770.87",$454.83
Triferic,1,$0.00,$0.00,"$16,644.49","$484,217.07","$897,855.88"
Procysbi,1,"$33,126,045.38","$60,599,698.72","$59,649,703.14","$63,214,729.25","$70,385,066.91"
Trikafta,1,$0.00,"$52,317,652.34","$811,139,469.86","$1,100,245,036.30","$1,393,361,978.30"
Trijardy XR,1,$0.00,$0.00,"$96,732.07","$982,475.47","$2,653,848.30"
Trigels-F Forte,1,"$19,113.47","$17,353.36","$9,921.60","$8,483.42","$7,854.34"
Procto-Med HC,1,"$1,587,896.65","$675,919.74","$882,447.00","$1,877,232.33","$1,838,313.20"
Proctofoam-HC,1,"$2,872,948.61","$2,713,695.59","$2,000,594.95","$2,848,362.97","$2,599,881.72"
Proctosol-HC,1,"$2,540,401.39","$2,178,200.94","$939,981.90","$752,687.71","$1,049,045.52"
Proctozone-HC,1,"$5,996,356.21","$5,938,709.77","$2,530,723.57","$1,045,525.80","$942,735.38"
Profilnine,1,"$143,470.54","$109,926.33","$228,469.56","$309,364.81","$278,744.05"
Trilipix,1,"$302,434.84","$143,261.48","$88,348.89","$60,551.36","$45,796.55"
Trifluridine,1,"$668,318.02","$780,570.91","$663,109.21","$643,087.61","$565,746.66"
Proglycem,1,"$4,328,594.92","$5,055,929.70","$3,609,515.02","$1,632,840.52","$1,676,852.21"
Prograf*,1,"$19,175,304.20","$11,927,984.47","$13,879,261.85","$11,834,323.10","$9,361,596.33"
Prolastin C,1,"$46,085,749.85","$45,599,922.05","$49,086,260.70","$50,083,151.33","$45,940,988.67"
Prolate,1,$0.00,$0.00,"$1,489,624.02","$891,342.29","$116,970.04"
Prolensa,1,"$691,702.34","$891,620.09","$824,502.71","$897,541.94","$1,907,672.02"
Prolia,1,"$36,849,994.69","$41,049,322.83","$42,852,419.08","$50,198,717.50","$54,304,834.11"
Trileptal,1,"$38,021,128.15","$32,319,047.63","$31,542,675.75","$34,453,975.05","$37,654,867.42"
Trimo-San,1,"$1,324.10","$3,209.97","$3,763.67","$6,854.06","$4,479.64"
Trogarzo,1,"$410,430.87","$3,083,353.15","$2,902,571.86","$3,026,831.07","$3,686,358.29"
Triumeq,1,"$608,618,347.84","$553,194,376.12","$501,099,379.62","$462,976,836.49","$398,372,113.97"
Procardia XL,1,"$112,020.46","$103,021.49","$72,396.05","$52,093.95","$58,439.73"
Procentra,1,"$3,502,673.66","$3,481,061.69","$2,049,212.87","$1,470,956.57","$1,632,098.08"
Trodelvy,1,$0.00,$0.00,"$4,424,044.89","$26,615,972.88","$35,204,676.02"
Trizivir,1,"$855,323.77","$537,683.41","$417,845.46","$474,834.56","$348,774.82"
Trivora-28,1,"$134,560.26","$107,271.35","$100,826.47","$138,018.92","$206,070.78"
Triumeq Pd,1,$0.00,$0.00,$0.00,$0.00,"$102,640.72"
Prochlorperazine,1,"$686,718.76","$537,374.89","$416,042.78","$456,937.81","$417,124.79"
Tristart DHA,1,"$153,772.71","$198,337.94","$465,519.46","$489,225.11","$325,119.85"
Trinatal Rx 1,1,"$49,524.74","$63,925.32","$123,464.16","$128,386.40","$136,624.75"
Trisenox,1,"$7,741,409.65","$2,886,395.47","$708,473.82","$407,952.40","$301,371.19"
Triptodur,1,"$2,093,787.99","$7,472,499.43","$16,027,569.24","$33,985,882.63","$42,076,250.75"
Triple Antibiotic,1,$0.00,$0.00,$0.00,$0.00,"$21,182.59"
Triphrocaps,1,"$227,978.37","$243,867.11","$233,142.89","$189,181.72","$170,501.18"
Trintellix,1,"$111,184,963.36","$139,338,514.03","$164,319,598.33","$181,997,591.53","$197,147,262.11"
Trinessa,1,"$4,340,588.49","$71,808.74","$9,049.65",$0.00,$190.78
Trinate,1,"$30,274.98","$37,572.95","$75,062.75","$52,285.18","$30,085.07"
Prenate Pixie,1,"$1,154,972.91","$1,096,822.14","$1,074,640.21","$1,200,591.03","$857,996.26"
Tukysa,1,$0.00,$0.00,"$14,189,157.74","$44,865,140.03","$39,535,694.70"
Tulana,1,"$111,750.09","$541,792.42","$630,037.98","$249,730.49","$3,036.12"
Ultra-Fine Original Pen Needle,1,$0.00,$0.00,"$1,167.54",$0.00,"$3,975.45"
Ultravate,1,"$255,026.78","$297,686.89","$223,949.59","$164,164.72","$96,688.75"
Potassium Iodide,1,$0.00,$0.00,$0.00,$0.00,"$31,010.64"
Ultram,1,"$131,949.65","$140,528.36","$80,149.90",$784.93,$43.12
Potassium Phosphates,1,$0.00,$0.00,"$5,456.56","$13,691.46","$279,130.01"
Poteligeo,1,$0.00,"$1,527,682.29","$2,501,784.16","$2,598,327.84","$3,992,124.33"
Ultra-Fine Short Pen Needle,1,$0.00,$0.00,"$13,055.69","$7,674.61","$49,655.10"
Pradaxa,1,"$20,761,342.32","$20,901,252.18","$21,855,506.61","$22,540,509.68","$25,158,246.44"
Ultra-Fine Nano Pen Needle,1,$0.00,$0.00,"$44,069.28","$17,107.29","$34,806.79"
Unasyn*,1,"$966,317.08","$642,576.32","$450,421.83","$1,039,373.02","$1,072,954.34"
Ultra-Fine Mini Pen Needle,1,$0.00,$0.00,"$23,949.50","$14,094.37","$57,725.30"
Ultra-Fine Micro Pen Needle,1,$0.00,$0.00,$0.00,$0.00,"$13,441.22"
Ultomiris,1,$0.00,"$6,227,954.77","$41,178,066.79","$61,666,661.76","$69,117,854.07"
Ultiva,1,"$64,793.03","$297,511.05","$304,660.88","$355,362.78","$1,032,998.89"
Praziquantel,1,"$533,422.48","$818,563.02","$901,522.80","$686,842.88","$1,132,335.96"
Ultane,1,"$254,764.90","$285,064.41","$200,437.94","$261,600.62","$119,696.93"
Pred Forte,1,"$156,192.82","$224,675.13","$161,248.82","$173,701.65","$358,743.38"
Ultravist,1,"$39,951.26","$31,062.61","$41,185.58","$62,330.01","$27,837.19"
Unicomplex-M,1,$556.70,"$2,412.29","$1,742.05","$7,676.17",$695.06
Turalio,1,$0.00,"$267,076.97","$1,867,662.54","$3,465,462.53","$5,092,925.65"
Urso Forte,1,"$10,646.82","$10,156.33","$15,543.18","$19,380.53","$19,974.10"
Pomalyst,1,"$47,104,735.94","$68,210,402.89","$78,348,533.95","$84,566,239.39","$88,993,622.62"
Ponvory,1,$0.00,$0.00,$0.00,"$242,845.93","$2,331,764.74"
Portagen,1,$0.00,$0.00,$0.00,$0.00,"$7,266.65"
Portia,1,"$1,161,152.55","$649,036.22","$603,824.18","$466,648.58","$710,767.92"
V-C Forte,1,"$6,102.77","$11,508.23","$13,617.14","$7,558.98","$5,428.81"
Ustell,1,$0.00,"$1,975.74","$4,597.37","$3,966.79","$3,588.41"
Portrazza,1,"$430,391.99","$182,484.69",$0.00,"$62,851.12","$71,371.78"
Urso,1,"$8,794.74","$7,940.97",$0.00,"$1,012.18","$3,503.28"
Unithroid,1,"$282,876.00","$349,302.01","$427,308.13","$495,464.67","$531,864.23"
Urogesic-Blue,1,"$143,504.33","$149,340.17","$143,435.59","$132,947.83","$115,494.24"
Urocit-K,1,"$83,052.77","$53,411.19","$19,148.22","$26,978.69","$32,798.96"
Uro-Mp,1,"$127,065.98","$118,073.24","$174,300.55","$293,556.09","$356,435.13"
Urimar-T,1,"$15,038.60","$39,683.21","$20,740.58","$34,120.97","$5,810.12"
Uribel,1,$0.00,"$28,440.89","$124,266.16","$138,860.32","$124,542.31"
Urelle,1,"$13,248.88","$37,851.87","$59,167.29","$34,383.18","$63,709.22"
Uptravi*,1,"$77,144,738.08","$104,233,765.82","$137,199,199.22","$174,525,324.03","$215,354,669.67"
Pred Mild,1,"$586,739.19","$622,128.62","$487,419.69","$547,162.20","$459,156.19"
Pred-G,1,"$62,841.94","$31,573.23","$25,421.65","$25,474.48","$7,770.15"
Prednicarbate,1,"$14,843.78","$11,099.59","$12,057.95","$6,192.16","$8,022.86"
Twyneo,1,$0.00,$0.00,$0.00,$0.00,"$395,725.15"
Prenatal,1,$0.00,$0.00,$0.00,$0.00,$13.30
Tymlos,1,"$3,333,815.73","$7,931,648.67","$10,004,048.97","$9,876,149.84","$10,331,093.27"
Tykerb,1,"$9,151,594.96","$9,709,922.52","$6,694,776.83","$981,314.67","$786,221.76"
Tydemy,1,"$33,743.76","$35,496.41","$51,073.33","$53,902.94","$64,556.63"
Prenatal Plus Vitamin-Mineral,1,$0.00,$0.00,$0.00,$0.00,$612.01
Tybost,1,"$136,145.49","$128,438.07","$99,048.61","$93,999.20","$108,113.21"
Tyblume,1,$0.00,$0.00,$0.00,"$5,361.26","$72,089.25"
Prenatal-U,1,"$1,161.10","$1,292.55","$1,101.20",$889.55,$269.39
Uloric,1,"$18,870,519.70","$11,657,201.65","$1,795,989.24","$1,065,339.85","$884,137.11"
Prenate Chewable,1,"$205,038.88","$191,960.28","$151,688.78","$159,640.58","$133,714.16"
Prenate DHA,1,"$842,022.51","$808,191.45","$605,965.05","$669,106.06","$432,050.48"
Prenate Elite,1,"$213,923.81","$214,719.49","$155,847.75","$143,993.93","$201,376.78"
Prenate Enhance,1,"$127,033.91","$121,181.70","$79,692.77","$77,901.34","$203,953.08"
Prenate Essential,1,"$150,771.55","$169,887.94","$175,578.53","$185,626.08","$111,286.05"
Prenate Mini,1,"$6,670,906.40","$5,885,299.89","$4,937,287.65","$4,996,990.45","$3,354,666.26"
Twirla,1,$0.00,$0.00,"$2,428.93","$1,442,303.07","$4,554,498.72"
Prenatabs Rx,1,"$94,848.29","$76,831.05","$72,016.83","$74,080.56","$66,210.71"
Tyros 2,1,$0.00,$0.00,$0.00,$0.00,"$5,362.74"
Prenatabs Fa,1,"$14,275.58","$4,808.71","$9,648.29","$13,942.34","$19,114.28"
Prempro,1,"$18,061,792.35","$17,386,192.31","$17,617,200.16","$18,520,023.16","$17,839,190.41"
Udenyca,1,$0.00,"$22,429,881.81","$63,156,111.89","$52,500,202.16","$31,237,412.64"
Ubrelvy,1,$0.00,$0.00,"$27,698,214.65","$83,060,575.05","$161,466,908.05"
Ssd,1,"$1,909,162.42","$1,945,873.65","$1,724,403.84","$1,852,576.66","$1,714,150.04"
Tyvaso Refill Kit,1,"$49,066,609.62","$52,038,740.13","$56,684,939.29","$63,739,884.60","$75,597,669.79"
Prednisone Intensol,1,"$421,576.17","$446,609.86","$368,081.54","$478,402.35","$528,951.89"
Prefest,1,"$18,259.99","$25,194.10","$22,083.88","$24,239.81","$34,954.55"
Tyvaso Dpi,1,$0.00,$0.00,$0.00,$0.00,"$8,340,751.49"
Tyvaso,1,"$176,710.20","$142,331.18","$197,922.29","$182,953.97","$433,558.39"
Pregestimil,1,$0.00,"$3,903.14","$12,766.69","$7,130.99","$4,262.82"
Pregnyl,1,"$29,972.90","$35,742.43","$31,900.70","$108,777.99","$154,482.72"
Premarin*,1,"$78,419,113.06","$72,148,766.55","$67,360,408.97","$67,975,714.95","$67,589,275.74"
Tysabri,1,"$103,767,950.96","$104,648,210.46","$110,030,237.15","$121,131,352.43","$119,224,463.95"
Tyrvaya,1,$0.00,$0.00,$0.00,"$5,578.80","$2,046,926.35"
Premasol,1,"$253,058.00","$379,536.62","$374,444.88","$521,032.02","$458,050.77"
Premphase,1,"$359,130.34","$337,946.16","$344,736.79","$260,148.04","$304,820.90"
Promacta,1,"$86,819,365.87","$112,628,016.90","$141,426,838.63","$166,638,613.34","$185,099,779.59"
Promethazine Vc,1,$0.00,$0.00,$0.00,"$61,695.06","$239,033.29"
Repatha Pushtronex,1,$0.00,"$527,686.88","$2,139,267.45","$3,031,686.89","$4,655,835.36"
Recarbrio,1,$0.00,$0.00,"$164,180.94","$804,855.25","$758,183.41"
Ravicti,1,"$125,095,939.79","$146,170,917.49","$175,919,031.58","$202,682,639.37","$220,009,066.83"
Rayaldee,1,"$1,244,478.29","$2,344,110.82","$3,479,683.43","$3,392,752.34","$3,359,644.46"
Rayos,1,"$4,246,856.27","$5,344,629.97","$4,332,527.42","$3,607,450.94","$4,844,940.93"
Rebif,1,"$45,920,145.87","$40,510,784.93","$35,393,587.51","$32,902,306.91","$28,247,655.77"
Rebif Rebidose,1,"$44,098,187.39","$39,139,287.88","$36,771,067.87","$34,156,444.83","$28,113,187.43"
Rebinyn,1,"$1,593,935.89","$3,919,954.39","$5,070,859.19","$4,600,905.48","$5,402,363.59"
Reblozyl,1,$0.00,$0.00,"$3,655,745.43","$11,297,679.21","$15,315,550.67"
Reclast,1,"$194,550.63","$157,151.09","$105,167.91","$94,598.66","$78,564.95"
Rapamune,1,"$18,815,528.39","$11,697,121.05","$8,900,381.47","$8,835,256.07","$12,481,982.94"
Toposar,1,"$1,000,035.36","$2,454,046.84","$1,052,606.57","$471,146.29","$370,581.34"
Reclipsen,1,"$321,398.16","$160,479.40","$105,451.17","$94,797.21","$89,916.47"
Recombinate,1,"$59,267,989.26","$53,272,561.13","$42,623,739.42","$43,355,409.73","$29,192,798.19"
Recombivax Hb,1,"$8,437.46",$0.00,$0.00,"$1,925.34","$5,924.50"
Recorlev,1,$0.00,$0.00,$0.00,$0.00,"$1,059,672.54"
Recothrom,1,$0.00,$0.00,"$208,699.87","$405,366.19","$1,878,808.98"
Rectiv,1,"$1,931,314.64","$2,048,913.75","$2,332,354.40","$2,619,834.35","$3,357,426.17"
Rasuvo,1,"$3,278,630.79","$4,305,315.04","$4,803,263.71","$5,127,621.43","$6,357,936.52"
Rapaflo,1,"$486,940.94","$275,892.53","$177,564.16","$153,592.80","$133,937.19"
Refresh Contacts,1,$138.66,$0.00,$458.57,$0.00,$96.12
Tovet Emollient,1,$0.00,$0.00,$0.00,"$5,012.39","$4,547.26"
Qutenza,1,$0.00,$0.00,$0.00,"$131,940.24","$795,895.15"
Tradjenta,1,"$139,109,236.18","$131,308,819.19","$139,103,534.96","$146,197,918.41","$146,473,097.42"
Tracleer,1,"$45,875,467.91","$40,293,854.41","$28,589,365.87","$25,296,250.67","$23,175,498.64"
Quviviq,1,$0.00,$0.00,$0.00,$0.00,"$977,058.57"
Tpn Electrolytes,1,"$21,769.22","$13,921.24","$3,910.40","$28,019.57","$127,620.42"
Qvar,1,"$117,466,952.37","$1,510,059.96","$75,444.15",$0.00,"$20,929.96"
Toviaz,1,"$19,547,480.35","$21,344,530.28","$22,896,992.01","$25,408,829.18","$22,107,360.64"
Toujeo Solostar,1,"$89,478,727.70","$48,679,984.37","$35,740,311.14","$30,680,103.14","$30,024,494.62"
Ranexa,1,"$61,881,975.64","$25,388,443.60","$6,883,558.63","$1,733,910.14","$1,097,492.43"
Qvar Redihaler,1,"$111,594,603.07","$168,894,916.46","$156,187,590.40","$107,599,992.47","$87,941,102.97"
R-Gene 10,1,"$19,756.89","$29,933.90","$30,888.05","$39,795.40","$57,974.92"
Toujeo Max Solostar,1,"$1,965,194.08","$11,458,202.11","$18,855,615.52","$25,848,696.55","$35,637,163.66"
Radicava,1,"$4,681,742.60","$5,137,251.88","$4,142,592.02","$4,673,821.50","$2,840,976.64"
Radicava Ors,1,$0.00,$0.00,$0.00,$0.00,"$4,917,766.77"
Total B With C,1,"$1,024.91","$1,419.75","$1,943.24",$455.37,$150.91
Torisel,1,"$1,329,772.17","$778,776.61","$217,090.67","$136,846.90","$67,115.70"
Reditrex,1,$0.00,$0.00,$0.00,"$22,583.59","$74,836.82"
Refresh P.M.,1,$89.76,"$2,052.81","$1,539.69","$2,679.91","$1,744.69"
Promethazine Vc-Codeine,1,$0.00,$0.00,$0.00,"$32,763.13","$78,974.72"
Renova,1,"$9,459.19","$16,971.10","$16,182.87","$13,657.94","$20,628.36"
Renal Vitamin,1,$0.00,$0.00,$0.00,$0.00,$130.20
Tnkase,1,"$1,885,015.44","$1,952,425.49","$1,749,120.30","$1,930,307.19","$2,776,916.50"
Renaplex,1,$0.00,$38.46,$55.44,$132.61,$175.92
Renaplex-D,1,$875.16,$963.64,"$2,143.01","$2,865.64","$2,312.09"
Tlando,1,$0.00,$0.00,$0.00,$0.00,"$47,404.38"
Tivicay Pd,1,$0.00,$0.00,"$33,409.16","$337,747.90","$517,464.37"
Reno Caps,1,"$295,817.51","$207,572.46","$264,813.38","$315,878.84","$44,786.80"
Renvela,1,"$19,589,546.98","$16,562,584.02","$7,343,021.42","$8,951,607.60","$21,254,915.18"
Renagel,1,"$66,079,576.50","$39,167,203.49","$31,304,627.07","$20,670,019.30","$6,439,894.55"
Tivicay,1,"$454,718,178.64","$430,995,551.87","$390,954,917.21","$373,006,373.31","$332,466,116.62"
Tivdak,1,$0.00,$0.00,$0.00,$0.00,"$4,768,908.55"
Tisseel Vhsd,1,$0.00,"$6,034.37","$6,915.82","$89,720.84","$122,201.76"
Tirosint-Sol,1,$0.00,"$195,715.15","$804,910.95","$1,425,092.62","$1,832,285.57"
Tirosint,1,"$20,267.07","$5,368,647.01","$8,226,114.99","$6,774,605.26","$6,766,509.59"
Tiopronin,1,$0.00,$0.00,$0.00,"$109,790.90","$300,772.24"
Timoptic Ocudose,1,"$377,432.04","$362,858.74","$402,840.27","$217,989.46","$198,659.99"
Renal Caps,1,"$339,293.63","$346,756.41","$351,695.39","$255,316.73","$199,832.28"
Rena-Vite Rx,1,"$2,389.87","$1,895.45","$4,230.20","$4,097.83","$3,941.96"
Topamax,1,"$31,543,868.71","$32,439,779.35","$30,148,958.75","$27,890,084.72","$24,947,012.04"
Relistor*,1,"$11,227,423.75","$12,922,546.04","$15,265,989.41","$18,390,697.11","$28,835,406.19"
Refresh Plus,1,$175.14,"$15,080.64","$8,872.94",$312.26,$181.42
Regen-Cov (Eua),1,$0.00,$0.00,$0.00,"$86,585.14","$19,142.18"
Reglan,1,"$9,233.65","$10,015.75","$2,931.59","$6,767.94","$4,363.57"
Tolsura,1,$0.00,"$89,999.14","$312,552.47","$269,729.02","$485,320.47"
Reguloid,1,$981.53,"$9,932.09","$10,324.79","$3,080.65",$977.50
Relafen Ds,1,$0.00,$0.00,"$383,581.27","$1,094,780.19","$1,378,549.99"
Relenza,1,"$29,609.06","$21,738.14","$12,853.28","$2,012.77","$8,433.28"
Relpax,1,"$10,979,058.46","$8,256,454.47","$5,340,340.69","$4,134,811.06","$5,523,475.23"
Rena-Vite,1,"$1,577.89","$2,302.85","$3,768.01","$3,040.78","$4,036.71"
Reltone,1,$0.00,$0.00,$0.00,"$283,925.03","$823,444.98"
Relyvrio,1,$0.00,$0.00,$0.00,$0.00,"$164,176.08"
Remdesivir (Eua),1,$0.00,$0.00,"$78,267.00","$347,895.89","$1,666,190.29"
Remicade,1,"$306,961,074.89","$255,439,412.94","$222,686,997.69","$207,093,834.62","$151,474,919.83"
Remifentanil HCl,1,"$1,084.20","$26,103.72","$21,650.44","$91,847.85","$138,617.50"
Tobi Podhaler,1,$0.00,$0.00,"$1,180,253.77","$12,176,218.88","$11,573,979.92"
Remodulin,1,"$104,773,114.19","$99,213,661.66","$98,135,713.53","$102,538,161.09","$94,403,303.05"
Qulipta,1,$0.00,$0.00,$0.00,"$769,199.73","$35,599,339.81"
Tralement,1,$0.00,$0.00,"$176,685.57","$2,215,565.22","$4,314,835.03"
Trandolapril-Verapamil ER,1,"$53,158.63","$44,473.39","$41,024.45","$56,737.33","$50,470.30"
Tri-Lo-Mili,1,$0.00,"$16,602.75","$1,220,894.39","$2,099,490.61","$1,183,011.80"
Protonix,1,"$7,944,442.09","$7,379,158.35","$6,192,099.57","$4,310,382.00","$3,876,209.31"
Tri-Sprintec,1,"$5,675,209.74","$7,832,601.34","$6,250,139.09","$5,120,149.55","$4,370,109.26"
Tri-Previfem,1,$0.00,"$804,024.19","$978,899.43","$309,055.10","$4,380.23"
Tri-Nymyo,1,$0.00,$0.00,$0.00,"$17,257.88","$51,326.34"
Tri-Mili,1,$0.00,"$2,922.62","$4,430.06","$15,892.68","$2,939.81"
Tri-Luma,1,"$217,775.57","$209,365.65","$205,321.34","$253,640.15","$801,789.53"
Tri-Lo-Sprintec,1,"$1,891,976.19","$3,453,581.80","$3,529,916.82","$2,801,775.51","$2,819,618.70"
Protopic,1,"$3,766,684.59","$4,939,362.72","$11,761,297.17","$20,217,617.68","$7,572,960.74"
Prostin Vr Pediatric,1,"$3,137.13",$985.07,"$5,105.94",$360.24,$678.47
Tri-Lo-Marzia,1,"$2,236,643.34","$2,220,505.52","$1,920,789.18","$1,761,056.53","$1,746,509.11"
Provayblue,1,"$120,012.82","$502,176.96","$784,910.18","$772,742.56","$755,075.43"
Provella,1,"$3,642.86","$1,559.35","$1,110.41","$1,062.27",$885.05
Provenge,1,"$5,881,803.98","$4,747,158.59","$4,382,338.42","$6,031,590.38","$3,492,520.78"
Tri-Lo-Estarylla,1,"$356,416.18","$744,114.58","$946,367.35","$1,398,505.31","$1,570,482.29"
Provera,1,"$8,050.35","$3,364.79","$6,588.18","$4,893.99","$6,697.18"
Provigil,1,"$12,090,170.33","$11,178,607.02","$7,480,364.81","$5,905,087.01","$7,416,078.79"
Tri-Vi-Flor,1,"$260,547.53","$308,144.80","$380,341.97","$277,974.66","$783,918.66"
Prosol,1,"$589,531.36","$575,780.05","$708,698.45","$648,682.13","$1,049,430.24"
Tranexamic Acid-NaCl,1,$0.00,$0.00,"$320,395.01","$813,792.60","$1,045,723.45"
Trianex,1,"$1,374,539.26","$1,301,662.83","$408,891.75","$87,833.12","$33,083.06"
Triesence,1,"$3,166,149.22","$1,662,960.30","$1,381,138.78","$2,045,491.76","$1,349,903.46"
Promethazine-Phenyleph-Codeine,1,"$141,422.04","$73,671.11","$8,315.11","$16,605.79","$6,189.76"
Promethazine-Phenylephrine,1,"$376,631.55","$551,565.27","$36,203.92","$87,511.61","$15,998.04"
Promethegan,1,"$2,617,329.63","$2,269,361.17","$2,741,392.30","$3,820,119.74","$3,855,153.00"
Tricor,1,"$124,420.13","$54,772.02","$39,354.63","$127,701.42","$33,188.00"
Tricitrates,1,"$174,223.30","$141,622.74","$115,992.80","$101,721.57","$95,421.90"
Tricare,1,"$235,954.71","$227,123.72","$297,020.65","$268,688.90","$340,900.32"
Propecia,1,$0.00,$0.00,$0.00,$0.00,"$2,086.39"
Prosight,1,"$6,291.91","$5,514.27","$5,900.75","$6,239.98","$4,642.90"
Tri-Vylibra Lo,1,$0.00,"$41,582.37","$67,333.74","$79,974.72","$75,296.21"
Tri-Vylibra,1,"$313,110.44","$447,742.20","$333,405.86","$347,066.71","$356,694.45"
Tri-Vite With Fluoride,1,"$5,695.06","$63,236.51","$37,572.17","$152,330.30","$150,060.46"
Proquad,1,"$2,497.26",$0.00,$0.00,"$2,143.80","$1,880.31"
Prorenal,1,"$4,218.65","$4,792.22","$5,604.22","$3,868.14","$3,018.88"
Prorenal Qd,1,"$1,267.75","$1,418.17","$1,177.27","$1,168.86",$981.90
Tri-Vi-Sol,1,"$4,137.03","$4,185.04","$5,051.02","$5,869.00","$4,315.97"
Prozac,1,"$4,183,520.87","$4,417,901.06","$4,356,988.65","$4,244,341.76","$3,777,034.76"
Pulmicort,1,"$122,226,268.57","$91,092,278.50","$43,157,501.36","$27,799,595.59","$14,231,529.67"
Pulmicort Flexhaler,1,"$21,682,928.68","$21,196,478.01","$22,256,253.74","$20,320,579.10","$20,276,153.50"
Questran,1,"$5,170.02","$6,275.99","$8,276.80","$3,416.72","$4,359.77"
Qsymia,1,"$345,033.74","$309,655.56","$347,253.31","$449,201.07","$1,058,910.15"
Qtern,1,"$28,376.13","$128,978.76","$211,999.83","$237,435.93","$145,773.87"
Quartette,1,"$61,878.05","$33,295.85","$21,748.73","$12,622.11","$7,566.95"
Qudexy XR,1,"$3,553,320.19","$3,988,487.85","$4,574,335.13","$2,579,494.13","$2,301,177.14"
Tresiba Flextouch U-200,1,"$78,497,607.89","$102,990,890.31","$112,778,245.24","$116,041,565.85","$110,471,090.70"
Tresiba Flextouch U-100,1,"$42,110,477.86","$63,060,281.31","$75,623,280.90","$80,671,990.17","$81,586,234.70"
