Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Metoclopramide HCl*,Metoclopramide HCl,1,Par Pharm.,687951.06,5187321.0,102928.0,0.1326216481,6.6838086818,0.0,749956.58,5263601.3,103735.0,0.1424797467,7.2295423917,0.0,769299.77,5278525.5,100982.0,0.145741414,7.6181871027,0.0,627880.53,4460218.298,86454.0,0.1407734976,7.262596641,0.0,60647.07,371990.847,7928,0.1630337695,7.649731332,0,0.1581282857,0.0529694894
Metoclopramide HCl*,Metoclopramide HCl,1,Mylan Instituti,18144.26,18456.0,902.0,1.0938456197,20.115587583,0.0,97636.63,14222.04,869.0,8.5719106925,112.35515535,1.0,328577.02,19486.5,848.0,20.244098986,387.47290094,1.0,168149.17,20898.69,991.0,7.6870846695,169.67625631,1.0,144463.09,16760.11,1039,8.0836011501,139.04051011,1,0.0515821664,0.6487781038
Metoclopramide HCl*,Metoclopramide HCl,1,Mckesson Packag,40308.6,14426.0,1256.0,3.2908000742,32.092834395,1.0,191762.24,12304.5,1172.0,15.413282806,163.6196587,1.0,181350.34,5866.0,662.0,30.621437486,273.94311178,1.0,92185.67,991.0,414.0,91.165098059,222.67070048,1.0,4971.45,375.5,125,21.612008471,39.7716,1,-0.762935499,0.6008417702
Metoclopramide HCl*,Metoclopramide HCl,1,Impax/Amneal,459191.67,4835403.5,83623.0,0.0947926433,5.4912125851,0.0,266633.31,2682025.75,46558.0,0.0991549851,5.7269064393,0.0,74382.83,709364.0,11646.0,0.1044273915,6.386985231,0.0,7765.54,74559.0,1185.0,0.1047715864,6.5531983122,0.0,106.54,652.0,12,0.1534526755,8.8783333333,1,0.464640184,0.127976256
Metoclopramide HCl*,Metoclopramide HCl,1,Hospira/Pfizer,8535834.04,277701.865,120135.0,30.737402646,71.052016814,1.0,11525964.25,383344.6,166353.0,30.066849122,69.286182095,1.0,10053789.05,460809.775,143356.0,21.817655778,70.13162372,1.0,11495575.6,397100.165,162544.0,28.948805901,70.72285412,1.0,10058209.54,385305.91,153096,26.104477712,65.698708915,1,-0.098253731,-0.040020496
Metoclopramide HCl*,Metoclopramide HCl,1,Hospira/Amerine,0.0,0.0,0.0,0.0,0.0,0.0,27.41,45.0,25.0,0.6091111111,1.0964,1.0,9.16,32.0,16.0,0.28625,0.5725,1.0,10.12,30.0,15.0,0.3373333333,0.6746666667,1.0,29.75,46.0,21,0.6467391304,1.4166666667,1,0.917210861,0.0201817234
Metoclopramide HCl*,Metoclopramide HCl,1,Fresenius Kabi,1372110.56,12094.8,5818.0,113.44632073,235.83887246,1.0,588151.29,9685.4,4265.0,60.725554959,137.90182649,1.0,35142.08,6100.0,2744.0,5.7609967213,12.806880466,1.0,80271.46,7429.4,2767.0,10.804568337,29.010285508,1.0,245782.67,4364.0,1772,56.320501833,138.70353837,1,4.2126563578,-0.160599884
Metoclopramide HCl*,Metoclopramide HCl,1,Avet Pharmaceut,481343.75,4021.2,2007.0,119.70151945,239.83246139,1.0,233914.02,5018.3,2457.0,46.612203336,95.203101343,1.0,367894.08,25299.64,10069.0,14.541474898,36.537300626,1.0,1291508.27,55094.46,24794.0,23.441708477,52.089548681,1.0,2868468.06,75568.176,38247,37.958678002,74.998511256,0,0.6192795009,-0.249582672
Metoclopramide HCl*,Metoclopramide HCl,1,Ani Pharmaceuti,275576.03,5056382.15,13088.0,0.0545006334,21.055625764,0.0,457330.92,9133620.93,25571.0,0.0500711518,17.88474913,0.0,464200.71,9789736.453,26727.0,0.0474170793,17.368231002,0.0,460406.38,9428851.68,26017.0,0.0488295283,17.696366991,0.0,433583.17,8676575.842,23500,0.0499674677,18.45034766,0,0.0233043299,-0.021476077
Metoclopramide HCl*,Metoclopramide HCl,1,Ahp,18120.05,2766.5,2082.0,6.5498102295,8.7031940442,1.0,106335.93,2718.0,1372.0,39.12285872,77.504322157,1.0,155817.6,1875.0,1309.0,83.10272,119.03559969,1.0,179579.92,3669.5,1744.0,48.944109919,102.97013761,1.0,336773.08,3130.5,2086,140.31126386,161.44442953,1,1.8667650528,1.1513741937
Metolazone,Metolazone,1,Sandoz,998404.63,790080.129,28720.0,1.2561322529,34.763392409,0.0,2116438.8,1603824.426,60220.0,1.3115808959,35.14511458,0.0,2166485.44,1730067.393,63314.0,1.2438676231,34.218110371,0.0,2127936.65,1757532.506,64094.0,1.2066312097,33.200247293,0.0,1288118.72,1221569.809,45938,1.0502911838,28.040374418,0,-0.129567365,-0.043756297
Metolazone,Metolazone,1,Mylan Instituti,48934.28,17413.5,857.0,2.8329024753,57.099509918,1.0,73386.3,6436.5,387.0,12.244970753,189.62868217,1.0,21058.85,5328.0,247.0,4.0239763047,85.258502024,1.0,41772.46,8021.0,326.0,5.409160202,128.13638037,1.0,43273.03,5614.0,254,7.9268118727,170.36625984,1,0.4654422455,0.2933519786
Metolazone,Metolazone,1,Mylan,2151416.41,1691194.707,64578.0,1.263227824,33.315005265,0.0,316815.65,232506.5,9771.0,1.3582938931,32.424076348,0.0,452988.53,360782.55,11636.0,1.2503108077,38.929918357,0.0,547590.8,437448.815,14024.0,1.2432575365,39.046691386,0.0,439788.7,416375.003,12959,1.0503666444,33.936931862,0,-0.155149586,-0.045084793
Metolazone,Metolazone,1,Major Pharmaceu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9433.93,602.5,27.0,19.406064066,349.40481481,1.0,45653.06,1772.0,70.0,24.893995485,652.18657143,1.0,12134.01,1594.5,76,16.838797984,159.65802632,1,-0.323579937,-0.06849152
Metolazone,Metolazone,1,Lannett Co. Inc,579099.96,444004.357,15722.0,1.2967919326,36.833733622,0.0,1428037.45,1115727.719,41429.0,1.2715800333,34.469512902,0.0,1298185.64,1066307.15,37507.0,1.2143532947,34.61182286,0.0,462413.77,391255.205,14512.0,1.178258746,31.864234427,0.0,56749.36,51239.1,2157,1.1042447366,26.309392675,0,-0.062816431,-0.039386337
Metolazone,Metolazone,1,Bayshore Pharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6592.1,6349.0,204.0,1.0173683317,32.314215686,0.0,324956.71,321764.3,11341,1.0063778708,28.653267789,0,-0.010802834,-0.010802834
Metolazone,Metolazone,1,Amici Pharmaceu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38892.44,38140.0,1206.0,1.0183766564,32.249121061,0.0,283973.29,294704.3,10012,0.9558784539,28.363293048,0,-0.061370419,-0.061370419
Metolazone,Metolazone,1,Alembic Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488416.71,441083.833,14449.0,1.0998781057,33.802803654,0.0,320953.74,321711.2,10861,0.9919408152,29.551030292,0,-0.098135684,-0.098135684
Metolazone,Metolazone,1,Ahp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2521.87,118.0,13,18.53532726,193.99,1,0.0,0.0
Metolazone,Metolazone,1,Advagen Pharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25992.66,24967.0,901,1.0084601923,28.848679245,0,0.0,0.0
Metopirone,Metyrapone,1,Laboratoire Hra,42661.45,2520.0,31.0,16.929146825,1376.1758065,1.0,209933.16,8886.0,69.0,23.625158677,3042.5095652,1.0,260521.71,10170.0,82.0,25.616687316,3177.0940244,1.0,392279.73,12413.0,98.0,31.602330621,4002.8543878,0.0,736355.82,19253.0,105,38.246289929,7012.9125714,0,0.2102363711,0.2259946085
Metoprolol Succinate,Metoprolol Succinate,1,Zydus Pharmaceu,748291.77,1988044.0,47885.0,0.3757613282,15.626851206,0.0,2901515.6,8458933.0,197685.0,0.342999714,14.677469712,0.0,2311647.86,7835430.0,161575.0,0.2945011216,14.306964939,0.0,3412642.63,13292390.881,270108.0,0.2550990709,12.634363403,0.0,4400920.71,19543647.396,404316,0.224332182,10.884854198,0,-0.120607608,-0.120987857
Metoprolol Succinate,Metoprolol Succinate,1,Wockhardt USA L,96.79,353.0,11.0,0.2744265879,8.7990909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128567.99,698686.5,16850.0,0.1839958217,7.6301477745,0.0,186373.33,1104857.0,27680,0.16823128,6.7331405347,0,-0.085678802,-0.11514901
Metoprolol Succinate,Metoprolol Succinate,1,TWI Pharmaceuti,0.0,0.0,0.0,0.0,0.0,0.0,2417.54,6126.0,158.0,0.3948321338,15.300886076,1.0,549853.38,2098071.5,50244.0,0.2636314674,10.943662527,0.0,2408431.18,12330641.805,279587.0,0.1951846433,8.6142459413,0.0,2422401.17,11469893.5,262784,0.2109463044,9.2182216954,0,0.0807525681,-0.188566108
Metoprolol Succinate,Metoprolol Succinate,1,Par Pharm.,2043098.76,4623225.51,128125.0,0.4408576046,15.946136663,0.0,180079.05,441241.5,12431.0,0.4086769839,14.486288311,0.0,47603.78,36684.0,988.0,1.4299443433,48.181963563,1.0,1646.82,8253.0,233.0,0.2137562999,7.0678969957,1.0,11263.14,901.0,48,128.7787021,234.64875,1,601.45570382,3.1341518718
Metoprolol Succinate,Metoprolol Succinate,1,Oryza Pharmaceu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76074.4,368096.5,7729,0.2066932045,9.842722215,0,0.0,0.0
Metoprolol Succinate,Metoprolol Succinate,1,Northstar Rx Ll,1219.41,3491.0,86.0,0.3467393402,14.179186047,1.0,3883776.98,10783398.5,282900.0,0.3596628914,13.728444609,0.0,4025716.45,14540881.6,355175.0,0.2762380364,11.334458929,0.0,4457648.94,16822869.265,379873.0,0.264351392,11.734576924,0.0,4629915.12,17712109.94,372375,0.2596787003,12.433474642,0,-0.017676062,-0.069731528
Metoprolol Succinate,Metoprolol Succinate,1,Nivagen Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192573.52,948937.5,20873,0.2004482591,9.225962727,0,0.0,0.0
Metoprolol Succinate,Metoprolol Succinate,1,Mylan Instituti,11206.33,1815.0,143.0,5.8483034821,78.365944056,1.0,295866.45,3809.5,322.0,118.96854292,918.83990683,1.0,356177.61,4755.5,335.0,81.262410171,1063.2167463,1.0,141016.63,4137.5,324.0,34.819257482,435.23651235,1.0,208151.88,4754.0,409,55.139054654,508.92880196,1,0.5835792789,0.7522955325
Metoprolol Succinate,Metoprolol Succinate,1,Mylan,15210.53,46448.0,1505.0,0.3252203717,10.106664452,1.0,274855.37,580801.0,15954.0,0.4783553625,17.227991099,0.0,525303.52,1892408.58,49342.0,0.2772388278,10.646174051,0.0,788448.87,3066652.5,76979.0,0.2582457652,10.242389093,0.0,573890.39,2665321.5,63534,0.2148096868,9.0328074732,0,-0.168196673,-0.098493152
Metoprolol Succinate,Metoprolol Succinate,1,Major Pharmaceu,77272.32,54971.5,2377.0,1.4723270515,32.508338241,1.0,1351766.69,56675.65,3459.0,24.360523012,390.79696155,1.0,2401954.56,62936.5,4363.0,39.393355191,550.52820536,1.0,3453537.54,46163.5,4386.0,81.774654344,787.40025992,0.0,2973801.26,38128.0,4146,100.64302259,717.26996141,0,0.2307361418,1.8753773338
Metoprolol Succinate,Metoprolol Succinate,1,Slate Run Pharm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75839.76,180597.0,3955.0,0.4077075174,19.175666245,0.0,747787.59,2236216.0,47084,0.3297453856,15.881989423,0,-0.191220737,-0.191220737
Metoprolol Succinate,Metoprolol Succinate,1,Legacy Pharmace,446028.42,1028518.0,28860.0,0.4330740748,15.454900208,0.0,358870.69,1014688.4,26889.0,0.3530759699,13.34637547,0.0,269982.88,1070120.4,23989.0,0.2513287653,11.254444954,0.0,264718.77,1175526.0,22348.0,0.2239459774,11.845300251,0.0,248254.63,1147828.0,19589,0.2161083788,12.673165042,0,-0.03499772,-0.159520056
Metoprolol Succinate,Metoprolol Succinate,1,Lannett Co. Inc,9712243.82,24642041.0,650813.0,0.3934119532,14.92324803,0.0,6625618.09,20230287.0,506487.0,0.3267518498,13.081516584,0.0,4785884.43,20611375.316,450314.0,0.2312727836,10.627882833,0.0,583066.35,2204308.06,49360.0,0.2636678303,11.81252735,0.0,87470.51,469193.06,11697,0.1855207395,7.4780294093,0,-0.296384624,-0.171321199
Metoprolol Succinate,Metoprolol Succinate,1,Ingenus Pharmac,2854252.78,7560568.5,204311.0,0.3752609636,13.970137584,0.0,12590410.17,34714884.72,905872.0,0.360573489,13.898663575,0.0,14140885.91,51837872.571,1179618.0,0.271934265,11.987682377,0.0,14221720.47,60901895.27,1215507.0,0.2323125354,11.700237407,0.0,8708349.69,39658179.738,741103,0.2188134766,11.750525487,0,-0.05810732,-0.126153464
Metoprolol Succinate,Metoprolol Succinate,1,Dr.Reddy'S Lab,15418172.55,38165070.825,1053055.0,0.4033452707,14.64137443,0.0,12245647.19,34570830.734,924733.0,0.3537074507,13.242359892,0.0,11829210.4,44068493.0,1005368.0,0.2678293279,11.766050242,0.0,11147140.88,46329589.798,939735.0,0.2399048586,11.862004586,0.0,10960633.35,46486431.651,873266,0.2352823838,12.551311227,0,-0.01926795,-0.126067057
Metoprolol Succinate,Metoprolol Succinate,1,"Cipla USA, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,131509.86,450368.0,10022.0,0.2920165584,13.122117342,0.0,1022170.59,3652583.6,84114.0,0.280586123,12.152205221,0.0,3421801.34,14241421.705,275531.0,0.2403441627,12.418934131,0.0,2867464.65,13108736.5,226912,0.21858795,12.63690175,0,-0.090521078,-0.092027045
Metoprolol Succinate,Metoprolol Succinate,1,Camber Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103348.81,440066.0,7965.0,0.2345347166,12.975368487,0.0,2970433.22,12854015.5,243243,0.2309901478,12.211793227,0,-0.015113194,-0.015113194
Metoprolol Succinate,Metoprolol Succinate,1,Bluepoint Labor,2585916.69,6244077.0,179589.0,0.4134927599,14.399081737,0.0,1708803.7,4232394.0,120015.0,0.4042052133,14.238251052,0.0,1774431.65,5819218.03,155581.0,0.3053035481,11.405195043,0.0,1557815.7,5690433.918,142887.0,0.2741505241,10.902431292,0.0,1472248.69,5999816.044,145387,0.245324857,10.126412196,0,-0.105145402,-0.122355953
Metoprolol Succinate,Metoprolol Succinate,1,Avpak,0.0,0.0,0.0,0.0,0.0,0.0,5112.85,198.0,31.0,160.08771736,164.93064516,1.0,578.16,786.0,99.0,1.6297293827,5.84,1.0,6487.19,629.5,109.0,17.5040949,59.515504587,1.0,150576.79,865.5,346,259.2589708,435.19303468,1,13.811332564,0.1743347891
Metoprolol Succinate,Metoprolol Succinate,1,Ascend Laborato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567507.37,2380953.5,49496.0,0.2384277717,11.465721877,0.0,1026740.06,4002722.0,84871,0.2568622091,12.097654794,0,0.0773166536,0.0773166536
Metoprolol Succinate,Metoprolol Succinate,1,Ahp,113578.49,10220.5,1678.0,12.771860324,67.6868236,1.0,356452.87,8570.5,1319.0,41.23787021,270.24478393,1.0,662896.86,2424.5,989.0,280.21682275,670.26982811,1.0,582306.35,2308.0,1029.0,390.84194068,565.89538387,1.0,874434.72,3280.5,1341,288.64394279,652.07659955,1,-0.261481656,1.1803543065
Metoprolol Succinate,Metoprolol Succinate,1,Actavis/Teva,25160276.17,64305679.5,1723521.0,0.3900410997,14.598183701,0.0,15149008.09,43988043.15,1127404.0,0.3433832912,13.43707144,0.0,8321380.49,28741720.935,672097.0,0.2880937376,12.381219511,0.0,7923734.49,30765331.247,668286.0,0.2558795683,11.856801564,0.0,9976188.08,40542986.061,793677,0.2448036058,12.569581933,0,-0.043285842,-0.109924474
Metoprolol Tartrate*,Metoprolol Tartrate,1,West-Ward/Hikma,40637.67,6174.0,1563.0,6.5820651118,25.999788868,1.0,150363.32,3414.71,810.0,44.033994102,185.6337284,1.0,159290.36,3509.5,465.0,45.388334521,342.55991398,1.0,417818.02,3571.515,893.0,116.98621453,467.88132139,1.0,174749.42,1926.06,502,90.728959638,348.10641434,1,-0.224447427,0.926841268
Metoprolol Tartrate*,Metoprolol Tartrate,1,Vensun/Strides,652240.15,6726765.1,114996.0,0.0969103176,5.67185076,0.0,371804.09,3711181.988,61990.0,0.1002012468,5.9978075496,0.0,43368.53,507971.0,8342.0,0.0853768207,5.1988168305,0.0,18192.51,231979.0,3740.0,0.0796785535,4.8643074866,0.0,11964.46,138457.0,2151,0.0863796402,5.5622780102,0,0.0841015105,-0.028348907
Metoprolol Tartrate*,Metoprolol Tartrate,1,"Trupharma, LLC.",0.0,0.0,0.0,0.0,0.0,0.0,659506.44,8345227.74,133704.0,0.0789501612,4.9325857117,0.0,2025064.98,21072212.668,307321.0,0.0945218351,6.5894129591,0.0,2988803.07,33395180.511,448727.0,0.088466825,6.6606267731,0.0,2811407.62,29266234.973,377168,0.0954797316,7.4539929687,0,0.0792715982,0.0654164294
Metoprolol Tartrate*,Metoprolol Tartrate,1,Ranbaxy/Sun Pha,17717.2,231262.0,4255.0,0.0767780775,4.1638542891,0.0,16101.08,179255.0,3231.0,0.0899292415,4.9833116682,0.0,12838.28,153011.0,2559.0,0.0838036159,5.0169128566,0.0,9801.3,119694.0,1967.0,0.0816055191,4.9828673106,0.0,7509.16,83905.0,1421,0.0890614059,5.2844194229,0,0.091364982,0.0377985948
Metoprolol Tartrate*,Metoprolol Tartrate,1,Mylan Instituti,331855.84,50810.376,3331.0,5.6627937243,99.626490543,1.0,996929.44,122480.747,4806.0,10.306509658,207.43434041,1.0,2640425.36,62657.55,4375.0,42.208742911,603.52579657,1.0,4613140.26,71852.3,6344.0,64.43794768,727.16586696,1.0,3423838.55,62843.497,6061,58.044387446,564.89664247,1,-0.09922042,0.7892967478
Metoprolol Tartrate*,Metoprolol Tartrate,1,Mylan,9055115.98,101127822.32,1635100.0,0.0895815934,5.5379585224,0.0,7375566.03,72807136.779,1144562.0,0.1016933705,6.4440074282,0.0,7287200.8,74118858.778,1069472.0,0.0984893633,6.8138303761,0.0,6782588.35,72053866.036,990220.0,0.0940969773,6.8495772152,0.0,3311494.39,32059826.776,396793,0.1032610205,8.3456472014,0,0.0973893473,0.0361661669
Metoprolol Tartrate*,Metoprolol Tartrate,1,Major Pharmaceu,249160.63,1852861.958,36329.0,0.1365329944,6.8584499986,0.0,2065861.97,387151.4,10114.0,5.7906279378,204.25765968,1.0,612316.13,89913.5,3261.0,7.6756309911,187.76943576,1.0,35680.97,10843.25,507.0,3.018085786,70.376666667,1.0,554632.27,3449.0,331,188.96144465,1675.6261934,0,61.609699674,5.0993547904
Metoprolol Tartrate*,Metoprolol Tartrate,1,Legacy Pharmace,871644.92,15489923.0,227467.0,0.056241393,3.8319620868,0.0,788951.16,14403879.0,199591.0,0.0547612245,3.9528393565,0.0,762548.75,14512827.12,173041.0,0.0525306137,4.4067518681,0.0,731889.09,14353288.005,152763.0,0.0509742344,4.7910101923,0.0,747931.08,13789574.0,141415,0.0542219387,5.2889090973,0,0.0637126641,-0.009100195
Metoprolol Tartrate*,Metoprolol Tartrate,1,Hospira/Pfizer,67988.95,5633.533,1478.0,12.957819678,46.00064276,1.0,444609.51,11646.22,2646.0,37.993264402,168.03080499,1.0,641656.17,12392.8,2265.0,51.46347017,283.29190728,1.0,547354.07,10719.75,2300.0,51.304219473,237.98003043,1.0,568192.41,14267.7,2682,39.866591106,211.85399329,1,-0.222937382,0.3244003671
Metoprolol Tartrate*,Metoprolol Tartrate,1,Hospira-Novaplu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.77,226.5,46,4.1270198675,20.321086957,1,0.0,0.0
Metoprolol Tartrate*,Metoprolol Tartrate,1,Rising Pharm,839043.55,7521137.397,137139.0,0.1126124047,6.1181979597,0.0,2009908.23,22053152.7,355280.0,0.091038646,5.6572512666,0.0,2622259.03,35056459.673,503999.0,0.0746972437,5.202905224,0.0,1734288.48,21661795.241,302441.0,0.0799073699,5.734303484,0.0,2740894.26,25651599.0,393100,0.1071394691,6.9725114729,0,0.3407958398,-0.012377866
Metoprolol Tartrate*,Metoprolol Tartrate,1,Fosun Pharma Us,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8910.28,421.0,79.0,21.16456057,112.78835443,1.0,45497.2,3364.0,537.0,13.524732461,84.724767225,1.0,27879.04,2281.0,359,12.22228847,77.657493036,1,-0.096300906,-0.240073417
Metoprolol Tartrate*,Metoprolol Tartrate,1,Claris/Baxter,14155.18,1641.5,546.0,8.623320134,25.925238095,1.0,187545.24,4139.5,1353.0,45.306254379,138.61436807,1.0,355463.4,4262.5,1514.0,83.393173021,234.78428005,1.0,188850.79,6174.5,1460.0,30.585600453,129.34985616,1.0,250550.68,6423.0,1573,39.008357465,159.28205976,1,0.2753830851,0.4583802982
Metoprolol Tartrate*,Metoprolol Tartrate,1,"Civica, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6687.9,221.0,71.0,30.26199095,94.195774648,1.0,24650.43,593.5,247.0,41.534001685,99.799311741,1.0,55921.58,710.0,236,78.762788732,236.95584746,1,0.8963448148,0.6132875928
Metoprolol Tartrate*,Metoprolol Tartrate,1,Caraco/Sun Phar,5284613.1,64581197.095,1039570.0,0.0816575286,5.0834605654,0.0,6775879.19,77150681.821,1200549.0,0.0874916814,5.643983869,0.0,5396071.58,59572469.59,831794.0,0.0904127499,6.4872691796,0.0,5331349.38,66064151.652,823791.0,0.0804608684,6.4717256926,0.0,5259827.29,67403604.58,808593,0.0776686956,6.5049132134,0,-0.034702246,-0.012442379
Metoprolol Tartrate*,Metoprolol Tartrate,1,Caraco Pharm,247.37,6791.0,115.0,0.0368262754,2.1510434783,1.0,343.95,10221.0,174.0,0.0344997968,1.9767241379,1.0,170.21,10278.0,177.0,0.0167469058,0.9616384181,1.0,165.68,7211.0,93.0,0.0220016378,1.7815053763,1.0,164.26,7032.0,103,0.0230033319,1.5947572816,1,0.0455281617,-0.110986743
Metoprolol Tartrate*,Metoprolol Tartrate,1,Aurobindo Pharm,1927104.09,22243230.017,361983.0,0.0870226435,5.3237419713,0.0,2243439.28,24653155.8,394229.0,0.0913573829,5.6907007856,0.0,2521441.09,26942901.09,399892.0,0.0940719957,6.3053051574,0.0,2209554.09,26004845.029,353571.0,0.0849233288,6.2492514658,0.0,2494396.14,24660219.69,323131,0.1011077144,7.7194578669,0,0.19057644,0.0382166881
Metoprolol Tartrate*,Metoprolol Tartrate,1,Athenex Pharmac,10002.09,475.5,164.0,21.03488959,60.988353659,1.0,110699.79,962.0,285.0,115.07254678,388.42031579,1.0,53257.12,1911.0,372.0,27.868717949,143.16430108,1.0,182495.31,785.5,234.0,232.33012094,779.89448718,1.0,96936.91,568.0,174,170.66357394,557.10867816,1,-0.265426397,0.6877190397
Metoprolol Tartrate*,Metoprolol Tartrate,1,App/Fresenius K,1605.56,578.5,169.0,2.7753846154,9.5003550296,1.0,12179.29,614.5,189.0,19.819837266,64.440687831,1.0,30242.59,337.0,107.0,89.740623145,282.64102804,1.0,35686.86,435.0,124.0,82.038758621,287.79725806,1.0,61393.58,934.0,232,65.731884368,264.6275,1,-0.198770368,1.206039206
Metoprolol Tartrate*,Metoprolol Tartrate,1,Alvogen Inc,9503.6,333.0,142.0,28.539339339,66.926760563,1.0,81651.51,1703.0,527.0,47.945689959,154.93645161,1.0,66294.95,1313.0,359.0,50.491203351,184.66559889,1.0,78226.22,486.5,136.0,160.79387461,575.19279412,1.0,111421.88,345.0,99,322.96197101,1125.4735354,1,1.0085464809,0.8341162889
Metoprolol Tartrate*,Metoprolol Tartrate,1,"Almaject, Inc",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.86,90.0,48.0,0.9428888889,1.7679166667,1.0,14050.11,1843.0,364.0,7.6234997287,38.599203297,1.0,86081.36,2497.5,403,34.467011011,213.60138958,1,3.5211533072,5.0460474669
Metoprolol Tartrate*,Metoprolol Tartrate,1,Alembic Pharmac,1375270.89,21605170.8,356638.0,0.0636377829,3.8562096299,0.0,384919.0,5355514.0,87868.0,0.0718735833,4.3806505212,0.0,57882.91,896385.0,12706.0,0.0648392305,4.5555572171,0.0,122402.17,1286541.0,16389.0,0.0956982169,7.4685563488,0.0,2029180.05,20873051.0,252885,0.0975635037,8.024121834,0,0.0194913435,0.1127384292
Metoprolol Tartrate*,Metoprolol Tartrate,1,Ahp,37460.84,13113.4,3094.0,3.3208958965,12.107575953,1.0,821861.08,17637.65,2764.0,51.056817156,297.3448191,1.0,1349946.89,8118.75,2834.0,176.91479105,476.33976359,0.0,1481687.3,9903.75,2954.0,150.74847193,501.58676371,1.0,1087932.73,7299.0,2291,159.94662534,474.87242689,1,0.0610165615,1.6343893075
Metoprolol Tartrate*,Metoprolol Tartrate,1,Advagen Pharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2608.9,18415.0,240.0,0.143069371,10.870416667,1.0,340454.0,3569837.5,44871,0.0952395242,7.5873949767,0,-0.334312274,-0.334312274
Metoprolol-Hydrochlorothiazide,Metoprolol/Hydrochlorothiazide,1,Mylan,249155.63,275434.5,7551.0,0.9103398557,32.996375315,0.0,94048.79,91901.0,2569.0,1.0269590809,36.60910471,0.0,19775.34,19657.0,526.0,1.0042208333,37.595703422,0.0,45905.12,42262.0,888.0,1.0726589211,51.694954955,0.0,193526.66,175467.0,3744,1.1003825345,51.689813034,0,0.0258456933,0.0485400729
